Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDP56,OUT035,885.552701213
FDW44,OUT035,2853.95491643
FDJ26,OUT010,1570.51838147
FDU43,OUT018,3549.09037302
FDW33,OUT045,1739.9607444
NCX53,OUT027,3723.89011832
FDN56,OUT010,506.594138071
DRF15,OUT049,2451.76393074
FDO33,OUT017,1900.21193333
FDZ39,OUT010,-180.275629506
NCJ19,OUT017,981.04222347
FDU01,OUT035,3046.49036129
FDT12,OUT035,3639.09620092
NCM18,OUT018,727.030942426
FDP19,OUT017,2151.85398025
NCR42,OUT049,594.649048613
FDN10,OUT046,1944.21467132
FDG44,OUT017,997.222738563
FDQ10,OUT046,2768.21554602
DRH13,OUT049,1744.09150881
FDT52,OUT013,3916.97614835
FDM56,OUT045,1860.06080125
NCO43,OUT010,-258.295528172
NCV29,OUT035,2870.72396703
NCF06,OUT013,4099.74488158
FDO50,OUT035,1553.39278014
FDT59,OUT013,3649.85224552
FDX40,OUT027,2055.45997977
FDE50,OUT017,3079.04271178
FDX51,OUT017,3223.5832639
NCD30,OUT018,1296.92241482
FDK15,OUT013,1637.58208256
FDL12,OUT045,1100.85343062
FDK46,OUT017,4156.41650259
DRH49,OUT010,-581.173240439
FDQ57,OUT046,2383.49803836
FDY59,OUT017,1572.32592374
FDO09,OUT018,3897.64694216
NCG30,OUT035,2057.65678134
FDM09,OUT017,2783.88515376
NCN17,OUT027,3066.07995863
NCS42,OUT013,1449.8089386
FDD02,OUT019,-23.5030016792
FDE34,OUT013,2911.41349607
FDU38,OUT045,3082.69498598
FDB33,OUT046,2578.56419729
NCJ29,OUT017,1469.58201109
FDZ27,OUT035,837.523941092
FDI40,OUT013,1656.10797892
FDG22,OUT013,703.130765071
FDT51,OUT017,1882.41361455
FDF20,OUT018,2902.8206841
FDV50,OUT035,1990.78386284
FDT02,OUT049,643.21097627
DRC49,OUT017,2368.20849326
FDF26,OUT049,2526.67077804
FDV52,OUT035,1990.00257074
FDX59,OUT049,651.151996074
FDV25,OUT035,3585.57525431
FDW23,OUT027,2093.81732417
FDE53,OUT018,1450.95858898
FDA19,OUT017,2170.48469807
FDH22,OUT046,2059.51069708
NCO41,OUT013,1596.33840232
FDX12,OUT017,3915.49536824
FDF17,OUT013,3127.43629562
FDS11,OUT045,3606.74526757
FDR51,OUT035,2487.21178622
FDT49,OUT010,-165.720884208
FDC56,OUT013,1972.1494564
FDR13,OUT027,3364.80845908
FDQ60,OUT035,2025.15224886
FDN38,OUT049,4032.32676476
NCL29,OUT013,2530.11905106
FDO13,OUT027,4046.42400581
FDE26,OUT018,2041.98809852
FDA31,OUT010,879.539756213
FDX14,OUT035,1261.62439514
FDA34,OUT045,2816.99108147
FDF26,OUT013,2514.60087356
FDE38,OUT045,2717.96053028
DRI11,OUT046,1865.47188276
FDQ60,OUT027,3377.54758549
FDL21,OUT027,2146.86884094
DRC12,OUT027,4482.59552993
FDC47,OUT046,3646.76658094
FDE57,OUT045,2313.87716043
FDT14,OUT045,1997.49471607
NCZ53,OUT046,3049.12961859
FDE28,OUT018,3396.60440792
FDR19,OUT035,2424.42866394
NCF54,OUT019,818.218466091
FDZ08,OUT046,1429.4165205
NCJ05,OUT018,2186.26469219
FDF59,OUT046,2076.49299704
NCO05,OUT035,1674.27268517
FDW24,OUT018,553.965297831
NCX42,OUT018,2346.8052615
NCA53,OUT035,861.881538149
FDI45,OUT019,918.713657772
FDG46,OUT046,1895.89434372
FDM20,OUT010,1977.32986762
FDW11,OUT010,-877.994055472
FDX08,OUT035,2929.21487273
NCK17,OUT035,744.231130594
FDK32,OUT018,2211.86733219
NCA42,OUT035,2570.21681992
DRI01,OUT035,2768.04123559
NCL55,OUT049,4056.05481641
DRE25,OUT018,1253.62143705
FDD14,OUT017,2994.9582591
FDB10,OUT046,3764.16511706
DRN11,OUT035,2368.6091923
FDP38,OUT018,594.988686045
NCA30,OUT017,3033.60100277
FDT15,OUT017,3033.30511489
NCP55,OUT018,672.739756816
FDF12,OUT035,2422.56674005
FDM21,OUT018,3773.9647939
FDX56,OUT035,3384.53466396
FDF10,OUT017,2422.85134315
FDT32,OUT045,3127.51511706
FDM51,OUT018,1400.55103999
NCR50,OUT018,2166.42745486
FDI19,OUT049,3876.67467513
FDX21,OUT017,1796.98290929
FDR31,OUT035,2440.52590845
FDY02,OUT013,4155.6666011
NCA29,OUT045,2739.77606116
NCX17,OUT046,3706.20536992
FDM12,OUT045,3110.29283246
FDI53,OUT027,4020.47520582
NCU30,OUT049,2633.44784318
FDC56,OUT027,3404.79566665
FDK27,OUT018,1699.66077932
NCK18,OUT017,2685.64090226
FDB52,OUT019,2122.68842358
DRG25,OUT027,4424.02097359
FDZ13,OUT049,969.399845561
FDB57,OUT019,1684.79998727
FDR40,OUT046,1413.15432548
NCO14,OUT019,-1191.29421106
NCN19,OUT045,3076.28807096
FDQ28,OUT019,579.972007833
FDO13,OUT018,2349.42647461
FDK48,OUT013,1274.93652413
FDU07,OUT018,2185.99208647
FDW20,OUT046,2047.4364584
FDV12,OUT010,-259.47535958
FDH24,OUT013,2537.45244269
FDV59,OUT049,3464.98957865
FDK57,OUT045,1976.90035624
FDL16,OUT027,2192.26218515
NCQ17,OUT046,2517.58664123
FDJ15,OUT018,2683.42072176
FDX24,OUT049,1558.12211364
FDT47,OUT046,1636.3400846
FDT10,OUT049,1090.74362709
FDZ37,OUT018,1207.95151678
FDW43,OUT027,5134.87002879
DRN36,OUT017,1605.93156359
FDJ14,OUT045,1420.38005444
FDA32,OUT013,3485.5066969
FDJ38,OUT019,1152.3443003
FDQ57,OUT017,2402.22249342
NCQ41,OUT019,1149.13728244
FDG56,OUT049,1103.9841298
DRC13,OUT027,3462.32901519
FDV55,OUT035,2390.04895724
FDQ49,OUT045,2597.8337542
FDE29,OUT010,-905.958819885
FDR03,OUT013,3317.29640127
FDD45,OUT049,1576.56382735
FDN38,OUT010,2108.06956257
FDT56,OUT046,1071.41244881
FDT48,OUT045,3219.15107012
FDU03,OUT049,2958.30598756
FDC56,OUT010,41.2852397775
NCO43,OUT027,3038.2892726
FDQ27,OUT017,1740.53551018
FDR03,OUT046,3345.10224562
DRH23,OUT010,-993.773138855
FDG22,OUT045,741.530411922
NCJ42,OUT013,1668.0600615
FDR24,OUT046,1549.01157656
FDW60,OUT035,2890.82976256
FDJ08,OUT013,3059.64675866
DRL59,OUT018,597.845490792
FDG60,OUT010,1786.80656715
FDW27,OUT017,2584.71134231
FDX14,OUT018,962.158087939
FDC20,OUT013,973.098693545
NCS29,OUT018,3887.88163195
FDJ56,OUT046,1689.26185333
FDB20,OUT019,-637.027660746
FDL28,OUT027,5082.77974479
FDW01,OUT018,2165.53843508
FDL03,OUT046,3215.08213929
FDX22,OUT049,3398.02802248
FDJ21,OUT035,2403.33657501
FDR31,OUT045,2471.82594741
FDG21,OUT035,2564.29409529
FDS22,OUT027,2198.2947847
FDK08,OUT035,1726.39744133
FDE17,OUT018,2177.44971408
NCN30,OUT017,1588.14836799
FDT50,OUT046,1628.83882833
NCX42,OUT049,2626.33930675
FDJ12,OUT035,3386.15512383
NCA18,OUT027,3298.77313753
FDP23,OUT019,1518.96594325
FDX12,OUT013,3872.07788866
FDN40,OUT018,2151.73161982
FDV48,OUT035,1363.40747757
NCY54,OUT013,2726.46992374
FDL16,OUT010,-1130.78158409
FDR45,OUT018,3519.80018016
FDJ52,OUT046,2594.39072198
DRG01,OUT017,1319.36637466
FDP52,OUT013,3703.29189934
FDU58,OUT017,3061.99073046
FDL02,OUT045,1810.36636087
FDG28,OUT013,3902.90886564
FDA19,OUT035,2143.50528582
FDW46,OUT027,2568.24790426
NCD43,OUT049,1685.75494091
DRG39,OUT013,857.213893498
NCF55,OUT049,633.165629014
FDJ07,OUT046,1934.30039422
FDE08,OUT046,2462.63348711
FDP56,OUT019,-1063.87397259
FDT45,OUT045,937.287189157
FDF17,OUT018,2808.61062785
FDX44,OUT046,1490.8217957
FDM28,OUT027,4283.86878681
FDI36,OUT049,3223.75947053
FDS07,OUT045,1928.85374886
FDD36,OUT045,1939.50600485
FDW11,OUT046,1040.20934786
FDN40,OUT049,2496.63488125
NCQ18,OUT049,1603.85723899
NCQ54,OUT017,2688.82600661
NCS42,OUT045,1508.44191426
DRH39,OUT010,-677.855763122
FDC09,OUT027,3176.69845005
FDT08,OUT010,538.034926856
FDC08,OUT035,3686.88197709
FDT20,OUT017,726.834035245
FDS35,OUT035,1108.72247205
FDX58,OUT018,2621.66989173
FDW58,OUT046,1748.67019314
DRD27,OUT046,1621.96361981
FDH32,OUT019,-316.565333208
FDS26,OUT035,4179.76389132
FDQ31,OUT046,1517.56675182
FDP11,OUT018,3202.93941758
FDD58,OUT017,1666.01771657
FDM33,OUT045,3506.63769892
FDZ16,OUT049,3180.41629727
NCS29,OUT010,2282.06872274
NCM18,OUT019,-952.501212452
FDP11,OUT049,3519.82730065
NCC42,OUT017,2319.42058759
DRM23,OUT046,2787.43752769
NCN55,OUT027,5219.39827706
FDK46,OUT013,4091.20928427
FDR01,OUT046,3249.96838855
NCA05,OUT045,2447.3714934
NCP43,OUT017,2890.74569598
FDR12,OUT010,854.909635869
FDQ01,OUT013,4124.26859445
FDM13,OUT046,2140.36598604
FDQ19,OUT017,3967.09555286
FDK56,OUT019,1059.60924257
NCX06,OUT010,984.570007459
FDO56,OUT027,3411.68611533
FDU45,OUT045,1901.27559657
FDI16,OUT019,-978.019213812
FDL32,OUT046,1926.30169408
FDA07,OUT046,2087.80550599
FDA14,OUT045,2375.69727361
FDV46,OUT027,3672.29289284
NCO07,OUT035,3424.21152785
NCP41,OUT046,1746.47011378
FDY60,OUT018,2032.97111812
FDN38,OUT017,4083.90766869
FDO15,OUT046,1304.89174404
FDT60,OUT013,1977.59238068
FDA55,OUT035,3673.18541662
FDE02,OUT010,-343.684383009
DRJ39,OUT049,3521.51471369
FDV34,OUT035,1312.87720118
FDS20,OUT027,4389.93703607
FDF02,OUT027,3114.62926934
FDW40,OUT017,2380.74657409
NCB43,OUT046,2985.51964618
FDR58,OUT017,1531.63833399
DRJ59,OUT035,734.495323153
NCD30,OUT017,1637.37582344
FDE14,OUT017,1700.96469726
FDC28,OUT018,1455.15275534
FDU16,OUT018,1127.593052
NCD19,OUT035,959.633740908
FDU21,OUT046,696.42531986
FDV59,OUT027,4876.22742497
FDU03,OUT045,2983.07932002
FDC33,OUT010,1321.07723044
NCR42,OUT035,631.701819568
DRH59,OUT035,1282.56424816
NCM31,OUT035,2328.99249632
FDS50,OUT035,3549.74028852
FDP39,OUT046,914.349746006
FDQ55,OUT013,1959.34922741
FDV36,OUT019,76.133059023
FDI05,OUT027,2719.42096233
FDS45,OUT027,3202.34056748
FDA39,OUT045,708.457597321
FDC37,OUT010,-151.12755362
FDJ60,OUT027,4125.11386341
DRQ35,OUT046,2008.11859966
NCJ06,OUT046,1944.08633839
NCY42,OUT018,2012.09287908
DRM37,OUT049,3159.0559811
FDR14,OUT045,892.629170886
FDE51,OUT049,805.726072696
FDT33,OUT017,2751.28783528
FDR08,OUT013,1856.15240589
FDE36,OUT010,738.830299706
FDL22,OUT019,-458.812447526
FDR44,OUT013,2188.81051337
FDI56,OUT019,-443.841219701
FDE47,OUT010,132.110919525
FDV27,OUT010,-405.288053957
FDV10,OUT049,791.452805091
FDC40,OUT045,1345.42343615
NCX41,OUT013,3355.80847776
NCQ38,OUT027,3128.9925779
FDV12,OUT027,3099.36583756
FDE52,OUT017,1507.645767
FDG20,OUT027,4315.51735496
FDV16,OUT027,2055.06422869
FDI32,OUT017,1927.35898045
FDJ32,OUT049,1091.42190482
FDN39,OUT018,2468.01023101
FDY34,OUT017,2762.08187081
FDC14,OUT035,813.031275966
FDA55,OUT017,3686.15713969
FDZ50,OUT010,1012.44935397
DRG13,OUT049,2674.91201328
FDP01,OUT013,2498.89499675
NCG54,OUT017,2783.93670174
FDM13,OUT045,2161.85465791
NCO18,OUT027,4253.59767309
NCW41,OUT013,2509.53644467
FDM52,OUT027,3789.49069218
NCF55,OUT035,632.86456215
FDT09,OUT046,2184.41365945
NCM19,OUT035,1835.08162259
FDW12,OUT018,2110.96584921
FDP15,OUT019,2125.89867124
FDK36,OUT045,858.314827057
FDZ25,OUT035,2844.84358126
NCW06,OUT049,3091.01317117
FDW60,OUT046,2914.64881884
DRC49,OUT013,2332.57306322
NCT17,OUT035,3062.83882022
NCN06,OUT018,2325.84287561
FDC45,OUT013,2760.52187818
DRJ47,OUT019,804.560873581
NCF06,OUT045,4108.57274016
FDE21,OUT010,14.0891730836
DRG27,OUT013,682.374968998
FDW40,OUT049,2338.50412962
NCO53,OUT046,2977.55088883
FDE23,OUT049,837.954719089
FDQ16,OUT046,1781.17664061
FDS26,OUT045,4130.13061501
FDZ13,OUT010,-1031.12144218
FDS14,OUT049,2512.33109527
FDC10,OUT045,1999.38910819
FDY16,OUT049,3013.7685032
FDJ20,OUT035,2137.98448449
FDV43,OUT035,803.255702419
FDZ32,OUT027,3210.80174333
FDR23,OUT046,2821.48859983
FDN24,OUT035,933.748165938
FDE34,OUT027,4342.50329642
FDU31,OUT013,3536.58363297
FDW33,OUT018,1454.3302856
FDU26,OUT046,1943.17014557
FDE20,OUT027,4204.03862306
NCW05,OUT035,1762.62412517
FDB22,OUT018,2146.29393125
FDO56,OUT046,1974.16114134
FDA19,OUT027,3541.03650982
DRI39,OUT045,956.181720967
FDH52,OUT018,749.95819602
FDZ50,OUT035,2975.31573702
NCN42,OUT035,2385.08911426
FDB53,OUT013,2375.75886374
DRG11,OUT017,1816.62775478
DRK11,OUT027,3811.24769637
FDQ60,OUT017,2061.47012056
FDT36,OUT017,647.499930699
DRG25,OUT018,2669.43627575
DRJ23,OUT046,3063.8768287
FDG05,OUT035,2605.18625032
NCK06,OUT018,1646.58546106
FDU52,OUT017,2513.64619644
FDW07,OUT018,1223.53992562
NCM17,OUT045,804.04350761
FDA22,OUT045,2730.9190884
NCA41,OUT018,2807.73589008
FDF38,OUT035,818.372644883
FDH52,OUT046,1095.03329823
FDY58,OUT019,1659.02623894
FDZ16,OUT045,3181.8434811
NCM18,OUT017,1056.58948169
FDA22,OUT018,2378.36300351
NCJ43,OUT035,2832.87839579
FDI34,OUT027,5123.81778189
FDG56,OUT046,1116.60724986
FDS34,OUT046,1939.47556402
DRC01,OUT035,934.444934395
FDQ04,OUT035,714.005655612
FDK04,OUT035,1003.31370153
FDT51,OUT049,1855.73526917
FDV26,OUT017,3193.54950845
FDS04,OUT049,2331.76589962
FDW43,OUT018,3405.1878895
FDQ28,OUT010,591.43485713
NCK06,OUT017,1980.81323005
FDS23,OUT018,1808.05474533
FDZ36,OUT019,1098.48463958
FDE56,OUT018,821.379105328
FDW10,OUT027,4219.32453906
NCN14,OUT045,2997.90466599
NCQ18,OUT045,1616.17929218
FDW08,OUT017,1804.28279606
FDU43,OUT035,3862.5643694
FDR33,OUT010,-152.890729541
FDM24,OUT010,548.294154324
NCZ05,OUT046,1699.21152619
NCV41,OUT035,1863.38456273
FDV11,OUT018,2530.70362462
NCY05,OUT035,687.620564633
FDV44,OUT018,2787.3804567
FDW32,OUT049,1485.02068333
NCU18,OUT027,3697.94705027
NCC43,OUT035,4002.89477152
FDW19,OUT013,1868.47760537
FDN31,OUT035,3122.34343778
FDI48,OUT045,934.430328873
FDS24,OUT017,1559.97088179
FDF46,OUT049,1894.69886367
DRG23,OUT017,2483.26769558
FDG14,OUT018,2191.46257912
NCY30,OUT049,2873.41495942
FDO28,OUT018,1674.05270343
DRD24,OUT035,2329.57118176
FDI33,OUT049,1502.7834077
FDN32,OUT046,3015.88526989
FDR16,OUT045,3452.2109711
FDF26,OUT046,2547.07594763
NCN29,OUT018,545.847778964
FDE20,OUT045,2800.4536002
FDA46,OUT046,3094.72550627
FDU28,OUT045,3066.59982827
FDQ48,OUT045,1695.96426673
FDV36,OUT013,2068.26524203
FDR14,OUT018,582.096153544
FDP23,OUT017,3490.70279957
FDP56,OUT013,895.573602325
FDK48,OUT010,-652.814872668
FDR48,OUT046,2471.70379205
NCY29,OUT049,994.643345071
FDM22,OUT018,653.741135798
DRJ01,OUT013,2604.74442717
FDZ43,OUT045,3978.17234697
FDV03,OUT035,2517.68296356
FDX11,OUT027,4363.45804124
NCA41,OUT027,4512.51547082
FDE38,OUT017,2736.9860522
FDI27,OUT018,507.387616296
FDN32,OUT013,2955.39481745
NCN43,OUT017,2007.55626578
FDB47,OUT027,4722.17565996
FDV03,OUT017,2538.43673617
NCN30,OUT045,1614.25873344
NCV54,OUT010,15.7686171619
FDV07,OUT013,1811.76799997
FDP07,OUT049,3216.3492525
FDK48,OUT018,924.982658181
FDM15,OUT019,531.429073536
FDY19,OUT027,3355.22316764
FDK46,OUT046,4139.24845744
FDY11,OUT045,1175.66761655
FDH09,OUT046,964.249058811
FDO08,OUT027,4139.77858705
FDU14,OUT013,3949.96255619
FDD22,OUT027,3254.54969982
FDM27,OUT017,2606.87164415
FDL02,OUT027,3209.282154
NCA17,OUT035,2409.2917201
FDE38,OUT019,720.113308516
NCG07,OUT049,3016.3113891
DRC27,OUT013,3898.10782972
FDA27,OUT035,4103.35351453
FDW40,OUT045,2350.82618281
DRI11,OUT013,1868.79423659
FDN50,OUT046,1631.99752759
FDR12,OUT046,2802.68482747
FDT34,OUT027,3124.36321456
FDW11,OUT035,1067.75181858
NCO30,OUT027,4332.21974152
FDZ34,OUT017,3141.52628183
FDU45,OUT017,1917.18829867
NCD42,OUT035,690.596675815
FDX25,OUT045,2953.60206483
NCR29,OUT046,975.253811763
FDX43,OUT019,779.805203403
FDB04,OUT010,-470.634057424
FDR49,OUT027,2234.76977285
FDS39,OUT018,1988.64351935
FDW58,OUT045,1756.15117582
FDG22,OUT019,-1236.08348103
FDG31,OUT017,1094.09306445
NCV53,OUT027,5233.01819249
DRJ37,OUT035,2451.88191359
FDV07,OUT035,1853.10862587
FDW52,OUT018,2399.37872125
FDT15,OUT045,3023.61805242
FDD02,OUT018,1651.35992347
FDM16,OUT035,1289.17678698
NCE55,OUT046,2810.29681304
FDB57,OUT018,3309.85779533
FDQ04,OUT013,731.80860627
FDQ47,OUT019,-1292.56783486
FDY14,OUT019,2220.52164092
DRK37,OUT017,3051.56468541
FDO25,OUT017,3402.20724985
FDL57,OUT046,4185.98066335
NCK29,OUT018,1703.50683227
FDK46,OUT027,5551.87087289
NCB43,OUT010,1034.63163476
DRE01,OUT027,5252.39624874
FDC46,OUT018,2666.40253754
FDQ23,OUT045,1730.28969731
FDX38,OUT049,892.444953145
FDG60,OUT018,3462.65792228
FDW55,OUT017,4037.24339448
FDP39,OUT013,852.302883654
FDB20,OUT018,1037.8352644
FDV21,OUT017,2075.90335758
FDZ02,OUT013,1596.34581685
FDP19,OUT027,3528.63143164
FDA38,OUT035,3860.00194135
FDH22,OUT045,2079.44295904
DRM11,OUT045,4179.99775522
FDO12,OUT027,4528.38557871
FDT14,OUT049,1989.84189261
FDW34,OUT010,1951.08575536
FDG04,OUT027,4416.15614447
FDW59,OUT018,1106.6853887
FDR33,OUT018,1480.93755804
FDP32,OUT013,2106.21560957
FDL13,OUT027,5157.95116127
FDD22,OUT013,1840.58040848
FDV40,OUT027,2603.77423547
NCD55,OUT046,722.463831717
FDQ20,OUT010,-1162.20171902
FDD28,OUT045,999.79288059
FDC39,OUT045,3334.01619452
NCR17,OUT049,1928.80439518
DRO35,OUT018,1595.38467089
FDF40,OUT049,4004.68350436
FDR31,OUT018,2102.14935352
NCQ41,OUT017,3162.89720631
FDP38,OUT046,893.371490979
NCU54,OUT027,4733.26022371
FDG22,OUT018,368.740998212
DRK59,OUT013,3722.23143836
FDC37,OUT046,1753.06816053
NCO42,OUT013,2326.2815039
NCT42,OUT017,2436.39834779
FDX27,OUT035,1590.9914809
FDV40,OUT018,930.122852905
FDT45,OUT027,2343.98503183
FDS47,OUT019,-500.277291234
FDR45,OUT035,3819.26648736
FDB03,OUT045,3853.91330073
FDO49,OUT035,965.73729088
FDU60,OUT027,4139.13509683
FDB26,OUT018,652.30226789
FDB46,OUT017,3484.88174545
FDQ37,OUT019,1177.52566819
FDN03,OUT017,4048.45563875
NCX30,OUT045,3958.83257521
FDK32,OUT019,593.035163768
DRM47,OUT013,3064.28688783
NCO02,OUT046,1144.19712086
FDP04,OUT013,1065.20378454
NCO43,OUT049,1672.18731365
FDD59,OUT013,1377.22270588
FDQ10,OUT017,2791.6092308
FDW45,OUT035,2418.29273603
NCK30,OUT049,4058.18173788
FDU31,OUT018,3200.6374562
NCQ17,OUT019,541.228091323
FDN01,OUT017,2851.65342442
FDZ19,OUT049,2851.37479544
DRG37,OUT017,2543.37808917
FDE32,OUT045,725.38747532
FDO34,OUT049,2714.88753177
FDM04,OUT019,-1045.60278034
FDZ25,OUT049,2818.68567966
FDU08,OUT049,1672.69293108
NCW30,OUT045,4111.53657616
NCM18,OUT013,1000.72072283
FDS22,OUT035,808.545610244
NCH18,OUT017,3911.45375708
FDC23,OUT013,2852.0742503
FDY46,OUT013,2975.44780207
NCU06,OUT046,3651.45949504
FDX57,OUT045,1678.24842271
FDX36,OUT027,5031.43989572
FDL16,OUT045,822.918180291
FDT16,OUT010,2252.49565515
FDN16,OUT018,1410.02070311
FDC03,OUT046,3168.4588616
DRF60,OUT013,3787.24810876
FDS27,OUT027,4576.58329276
FDP33,OUT010,2133.73330824
FDJ36,OUT018,1391.07273353
NCR42,OUT013,548.33812613
FDV14,OUT017,1439.78158941
NCP42,OUT035,3128.99643552
FDB50,OUT027,2739.06313536
NCC30,OUT027,4227.10787019
FDA23,OUT018,1360.59366562
FDW16,OUT017,1568.77507296
FDQ52,OUT010,2011.23891273
FDB58,OUT049,2376.3584363
NCP29,OUT049,1110.98433295
NCM05,OUT045,4218.8641339
FDO25,OUT013,3374.35386935
NCM54,OUT046,2068.08842432
NCL54,OUT046,2771.42962804
FDL39,OUT010,1001.58278096
FDF53,OUT018,2621.04630806
NCQ42,OUT035,2082.00838355
FDF58,OUT013,1047.23809209
FDZ04,OUT035,1093.74750892
FDE26,OUT019,381.132862555
FDS60,OUT017,2914.54242984
FDV58,OUT017,3194.37248023
FDM04,OUT045,938.236752249
FDE08,OUT035,2421.69392183
NCB43,OUT049,2990.01703513
FDU11,OUT010,40.558874702
FDF22,OUT019,1442.80532027
FDE24,OUT013,2274.38442892
DRJ49,OUT046,2136.80908256
NCQ53,OUT035,3781.91737895
NCL41,OUT013,624.855339623
FDR22,OUT013,1840.1153305
FDH04,OUT035,1573.91184514
DRH15,OUT045,760.118780443
FDY40,OUT049,894.186989819
NCI17,OUT035,1637.15917035
NCC18,OUT013,2757.59259727
FDY28,OUT027,4818.67835
FDB45,OUT027,3141.90586958
NCL30,OUT018,1738.10326905
FDM10,OUT017,3430.20467632
FDH22,OUT027,3484.5843918
NCZ53,OUT017,3075.63612319
NCI18,OUT013,3515.95948729
FDH14,OUT027,3766.39157082
FDR36,OUT027,2212.42622748
FDW01,OUT045,2486.96632179
FDK02,OUT027,3377.82513319
FDJ02,OUT018,2131.01127883
FDU55,OUT013,4155.21657925
NCV18,OUT027,2790.52356696
FDH14,OUT018,2002.46841353
FDZ37,OUT045,1546.49991249
FDX49,OUT049,3779.72956706
NCD43,OUT046,1703.04729069
FDZ07,OUT013,1096.31279299
FDK43,OUT035,2077.18405412
FDR32,OUT018,3418.28363346
FDT39,OUT013,2476.06371988
NCV54,OUT017,1966.70416473
FDF38,OUT018,492.447369226
FDV60,OUT046,3213.66381195
FDH44,OUT027,3821.70926396
FDS21,OUT046,1092.35697165
NCL41,OUT045,661.698576564
FDM46,OUT017,1581.01145045
FDU27,OUT045,924.065213608
NCJ54,OUT017,3722.96561578
DRG51,OUT018,2344.37243972
NCA29,OUT019,765.274988031
FDR47,OUT045,3133.42013274
NCL19,OUT027,3703.4582022
DRG01,OUT049,1289.57520947
FDG10,OUT046,1039.68714222
NCV05,OUT049,2478.51594936
NCH18,OUT019,1910.14511249
FDV14,OUT018,1108.66664024
DRJ23,OUT035,3074.29879042
DRJ11,OUT046,3011.22895358
FDZ03,OUT017,3028.30490643
FDI27,OUT010,-1107.76375237
FDJ14,OUT018,1116.07267674
FDU32,OUT017,2021.90690679
FDD47,OUT027,4200.08097786
DRF36,OUT035,3074.93919166
FDM21,OUT046,4120.59630602
FDV10,OUT018,493.241840935
FDH60,OUT018,2856.06475543
FDX47,OUT010,633.835619634
FDT19,OUT019,920.798374142
FDO11,OUT045,4053.57921971
FDH24,OUT027,3951.42173403
FDL02,OUT018,1520.06667234
FDB02,OUT049,2901.20529543
FDA43,OUT046,3169.83159812
FDG52,OUT045,820.453932718
DRC12,OUT013,3023.49035122
FDY37,OUT018,2054.79905658
NCU18,OUT045,2288.13638778
FDU09,OUT035,1024.37987241
DRJ25,OUT027,2261.9106324
DRE12,OUT018,1542.70145674
DRL47,OUT017,2067.22447651
DRK01,OUT046,1590.2842127
FDC22,OUT019,1153.98597846
FDG44,OUT013,924.233470701
FDW04,OUT035,2170.1569541
FDK09,OUT049,3650.76074772
NCN43,OUT035,2010.14864181
FDG04,OUT049,3009.58752788
FDH32,OUT010,-334.674272184
DRI47,OUT017,2386.75396753
DRE15,OUT013,1222.9006344
FDY11,OUT035,1206.62397396
FDO60,OUT049,795.032239678
FDQ20,OUT018,451.393239743
FDO57,OUT027,4004.79829732
FDT14,OUT019,19.8808231242
FDA57,OUT049,731.665506326
DRN35,OUT017,675.915874983
FDJ03,OUT046,899.603156721
FDX28,OUT017,1682.98503849
DRE25,OUT045,1528.35702648
FDR09,OUT046,4150.37648719
FDB23,OUT035,3675.22458959
FDO08,OUT045,2725.29869483
FDQ23,OUT049,1672.83175676
FDW04,OUT013,2131.92914802
DRK13,OUT010,1245.66948106
NCL17,OUT027,3704.38991774
FDY21,OUT035,3141.12245435
FDJ38,OUT027,4494.63296837
FDA37,OUT019,163.155879022
FDV43,OUT013,794.599684621
FDL36,OUT046,1525.60608149
FDD53,OUT045,735.302963707
FDZ19,OUT010,934.8996428
FDV21,OUT045,2066.21629512
NCL54,OUT018,2457.48272401
DRI47,OUT027,3741.7416802
DRG03,OUT049,2505.14638761
FDG21,OUT013,2501.16373067
FDW03,OUT018,1451.99940812
NCI55,OUT046,1963.52888326
DRC36,OUT019,908.776997307
FDH22,OUT017,2118.70180977
FDV20,OUT045,2166.55038747
NCU41,OUT027,4496.76478134
FDN46,OUT027,3157.04910863
FDK50,OUT045,2645.09950197
NCA05,OUT027,3793.36934962
DRH01,OUT018,2484.45962927
FDT08,OUT018,2139.17860634
FDM08,OUT018,3341.55892574
FDZ07,OUT035,1122.08931979
FDS22,OUT017,866.653220672
FDV35,OUT027,3931.05445179
FDI28,OUT010,-633.699414258
FDW58,OUT027,3170.63106804
FDT52,OUT045,3953.8193853
FDY34,OUT046,2693.55229866
FDR10,OUT046,2599.45961204
FDK57,OUT017,1994.36946825
FDR02,OUT027,3172.56574958
FDX49,OUT046,3798.57832675
FDQ20,OUT046,754.445274405
DRK23,OUT045,4030.47724226
NCW06,OUT046,3058.50040385
FDR31,OUT017,2464.39250088
NCE43,OUT013,2680.40966791
DRO59,OUT027,2685.89370302
FDN09,OUT049,3908.15661627
FDR11,OUT046,2646.44910917
FDO57,OUT013,2595.49823571
NCX18,OUT017,3157.77927323
FDB05,OUT018,3646.99064074
FDQ08,OUT018,792.114316634
NCG43,OUT035,1554.02743729
FDJ56,OUT013,1686.35856752
FDA13,OUT010,-1258.2389536
FDO56,OUT017,1997.55482612
FDB37,OUT018,3568.0901699
FDZ02,OUT018,1305.53552745
FDQ24,OUT046,3989.32519831
FDM16,OUT013,1255.61821064
FDU35,OUT049,1650.04237846
FDT35,OUT035,2783.11331234
NCX30,OUT049,3934.05924275
